,title,link,salary,location,company,classification,summary
29,C# Developer,/job/52692966?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,"$130,000 - $179,999",Sydney,Change Recruitment,Information & Communication Technology,
30,Software Engineer - .NET Developer,/job/52592007?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,DEED DOT COM DOT AU PTY LTD,Information & Communication Technology,
31,SCALA/CLOJURE DEVELOPER,/job/52945064?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Technology People,Information & Communication Technology,
32,Full Stack Developer,/job/52759807?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,$90 to $160k base + super,Sydney,Fyndr Group,Information & Communication Technology,
33,Java Developer,/job/52727888?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,Up to $130k + Super,Sydney,Launch Recruitment Pty Ltd,Information & Communication Technology,
34,Software Engineer - Payments,/job/52563512?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,Salary commensurate with experience,Sydney,Macquarie Group Limited,Information & Communication Technology,
35,Mid-Level Developer,/job/52832315?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Arney Recruitment,Information & Communication Technology,
36,Full Stack Developer - Javascript | Node.js,/job/52706144?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,$100000.00 - $120000.00 p.a. + superannuation,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
37,Mid - Level Engineer,/job/52836991?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,$80000 - $115000 per annum,Sydney,Opus Recruitment Solutions,Information & Communication Technology,
38,Senior Full Stack Developer ( Front End focused ),/job/52903476?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,$140000 - $170000 per annum,Sydney,Opus Recruitment Solutions,Information & Communication Technology,
39,Full Stack Developer,/job/52654830?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,"$90,000 - $120,000",Sydney,Pacific Consulting Group,Information & Communication Technology,
40,Software Developer (.NET/Angular2+),/job/52419970?type=standard#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,"Newcastle, Maitland & Hunter",Mudbath & Co,Information & Communication Technology,
41,Python Developer - Support,/job/52735447?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,Dependent on experience,Sydney,PRA,Information & Communication Technology,
42,C/C++/Java Developer | Navy Simulation/Training Software,/job/52628092?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
43,.Net Developer,/job/52715867?type=standout#searchRequestToken=25ce0c4e-306b-4d7e-a5cb-f597da9a4021,NA,Sydney,Grays,Information & Communication Technology,
44,Junior Software Developer,/job/52916621?type=promoted#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Drive On Finance,Information & Communication Technology,
45,Senior Front End Web Developer ,/job/52890167?type=promoted#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,ZeroLogix Pty Ltd,Information & Communication Technology,
46,Application Support Engineer,/job/52686021?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,"$80,000 - $109,999",Sydney,"accesso Technology Group, plc",Information & Communication Technology,
47,.Net Developer,/job/52739031?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,Up to $750 a day,Sydney,genesIT,Information & Communication Technology,
48,Software Engineer - SRE,/job/52569220?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,AMDOCS,Information & Communication Technology,
49,Developer - Document Automation,/job/52730948?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Coadys Personnel Consultants P/L,Information & Communication Technology,
50,Mid-Senior Developer,/job/52598239?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,"$120,000 - $149,999","Newcastle, Maitland & Hunter",CIBIS International Pty Limited,Information & Communication Technology,
51,Principal Developer,/job/52847093?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Reserve Bank of Australia,Information & Communication Technology,
52,.NET Developer X 4,/job/52841158?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,FinXL IT Professional Services,Information & Communication Technology,
53,"Java Developers - perks, benefits & more!",/job/52729618?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,EFFISION Australia,Information & Communication Technology,
54,Java Developer,/job/52774632?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Genesis IT&T P/L,Information & Communication Technology,
55,Software Engineer - Java,/job/52567090?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,AMDOCS,Information & Communication Technology,
56,Blockchain Developer,/job/52671580?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,"$150,0000 NZD + Benefits",Sydney,Halo Consulting Ltd,Information & Communication Technology,
57,.Net CORE Developer,/job/52814979?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,"$110,000",Sydney,Discovered People,Information & Communication Technology,
58,Backend Developer |Software Engineer,/job/52586412?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Macquarie Group Limited,Information & Communication Technology,
59,Senior Software Engineer - Java/AWS (Open to Remote - Australian Based Only),/job/52668702?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,TPG Telecom,Information & Communication Technology,
60,Senior Software Engineer,/job/52623595?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,Department of Customer Service,Information & Communication Technology,
61,Software Engineering Manager (Digital Retail),/job/52751006?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,$180k - $220k p.a. + Super,Sydney,FIRESOFT People,Information & Communication Technology,
62,DevOps Engineer,/job/52937588?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,$97443 - $107864 p.a. base plus Superannuation,Sydney,Department of Customer Service,Information & Communication Technology,
63,.Net Developer,/job/52779023?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,$600 - $700 per annum,Sydney,Opus Recruitment Solutions,Information & Communication Technology,
64,Senior Quant C++ / Python Developer / Mathematician - 7 figure earning potential,/job/52868683?type=standard#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,Highly competitive base + profit share,Sydney,TTP Recruitment Pty Ltd,Information & Communication Technology,
65,Software Engineer .Net / C#,/job/52576758?type=standout#searchRequestToken=bd6c49bf-f3e3-497e-98f9-308f7c617321,NA,Sydney,HUB24 Management Services Pty Ltd,Information & Communication Technology,
66,Senior QA Engineer,/job/52712900?type=promoted#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,XAM Consulting Pty Limited,Information & Communication Technology,
67,Transmission Power Line Engineer,/job/52844861?type=promoted#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,APD Engineering,Engineering,
68,Lead Software Engineer,/job/52604512?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Verser,Information & Communication Technology,
69,Senior Software Experience - Golang,/job/52748669?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Preacta Recruitment,Information & Communication Technology,
70,Senior Game Designer,/job/52969067?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,PlayAGS Australia,Information & Communication Technology,
71,Senior Java Developer(x2),/job/52989840?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Reserve Bank of Australia,Government & Defence,
72,Engineer - Platform Engineering,/job/52929205?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Nine,Information & Communication Technology,
73,Senior JavaScript Engineer (Node.js | React.js | AWS),/job/52872985?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Shine Solutions,Information & Communication Technology,
74,IT Senior Developer,/job/52725836?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,Salary sacrificing and other great benefits,Sydney,Advanced Personnel Management,Information & Communication Technology,
75,C# .NET Software Developer (Medical),/job/52644418?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,MANTECH INTERNATIONAL SYSTEMS RECRUITMENT,Information & Communication Technology,
76,Software Developer,/job/52311950?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Companion Systems Pty Ltd,Information & Communication Technology,
77,Senior API Developer,/job/52955097?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,$850 - $900 p.d.,Sydney,Robert Half Technology,Information & Communication Technology,
78,.Net Developer - ERP,/job/52697081?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Agile Talent,Information & Communication Technology,
79,Mid - Senior Full Stack Developers- LendFast Product Team,/job/52835940?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Sandstone Technology,Information & Communication Technology,
80,Senior C# Software Architect,/job/52964765?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
81,Senior Software Engineer - NodeJS,/job/52661007?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Lendi,Information & Communication Technology,
82,Java Developer - Sydney,/job/52636498?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,"100,000",Sydney,Hatch Talent,Information & Communication Technology,
83,Mid-level .Net Developer,/job/52804353?type=standout#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,Micway Transport Pty Ltd,Information & Communication Technology,
84,.Net Full Stack Developer - Sydney,/job/52791569?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,"$650 - $750 p.d. + flexible, open to discuss",Sydney,AYAN INFOTECH PTY LTD,Information & Communication Technology,
85,Senior Fullstack Developer,/job/52687600?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,"$130,000-$180,000 + super",Sydney,Co Talent IT Recruitment Pty Ltd,Information & Communication Technology,
86,"Java Developer (Agile, JavaScript, API, AWS, DevOps, Commerce)",/job/52813562?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,Highly competitive,Sydney,Anson McCade Ltd,Information & Communication Technology,
87,Devops Engineer,/job/52983652?type=standard#searchRequestToken=b1062d72-55bd-424b-8aa3-b3d4df20ae00,NA,Sydney,ONSEARCH PTY LTD,Information & Communication Technology,
88,Senior QA Engineer,/job/52712900?type=promoted#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,XAM Consulting Pty Limited,Information & Communication Technology,
89,Junior .Net Web Developer,/job/52967499?type=promoted#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,"$55,000 - $64,999",Sydney,Companion Systems Pty Ltd,Information & Communication Technology,
90,Full Stack .NET Developer - Immediate start available!,/job/52685156?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,"$120,000 - $159,999 package",Sydney,4mation Technologies,Information & Communication Technology,
91,Senior Developer,/job/52801940?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Peoplebank Australia NSW,Information & Communication Technology,
92,Golang Developer - 100% Remote work,/job/52791204?type=standard#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,NA,Information & Communication Technology,
93,Senior Developer,/job/52731396?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Buyers Buyers Pty Ltd,Information & Communication Technology,
94,Software Developer/Analyst,/job/52667345?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Paperless Warehousing,Information & Communication Technology,
95,Associate developer (Platform Ops),/job/52776198?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,"$70000.00 - $95000.00 p.a. + Heath care, gym reimb",Sydney,Trend Micro Australia,Information & Communication Technology,
96,Lead Full Stack Developer - Microservices / Java / ReactJS - Financial Services,/job/52814123?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,Up to $160k base + super,Sydney,Limelight People,Information & Communication Technology,
97,C# .NET WPF Developer,/job/52703306?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Thornhill Recruitment,Information & Communication Technology,
98,Python Developer,/job/52705748?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,IBC Recruitment,Information & Communication Technology,
99,Back End Developer,/job/52581878?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,ZeroLogix Pty Ltd,Information & Communication Technology,
100,Full Stack Developer,/job/52585061?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Macquarie Group Limited,Information & Communication Technology,
101,Application Developer - ServiceNow,/job/52952420?type=standard#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,"$74,629.22 - $100,390.27 per annum (excl. super)",Sydney,eHealth,Information & Communication Technology,
102,"API Developer - Java, BPM",/job/52988742?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,HiTech Personnel,Information & Communication Technology,
103,Senior Developer (Remote),/job/52970676?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Lookahead,Information & Communication Technology,
104,Java Developer with Documentation Skills,/job/52713748?type=standard#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Neurocom Pty Ltd,Information & Communication Technology,
105,Rest API Developer,/job/52744063?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,Commonwealth Bank - Retail Banking Services,Information & Communication Technology,
106,Full Stack Tech Lead,/job/52877985?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,NA,Sydney,News Corp Australia,Information & Communication Technology,
107,Senior Python Software Engineer - Up to $170K + Super + Equity,/job/52644904?type=standard#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,Up to $170K + Super + Equity,Sydney,NA,Information & Communication Technology,
108,Trading Support Analyst l EARN up to $130k l NO FINANCE EXPERIENCE NECESSARY,/job/52824890?type=standard#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,EARN up to $130k!,Sydney,Sigma Resourcing Pty Ltd,Information & Communication Technology,
109,Senior Full Stack Software Engineer,/job/52332699?type=standout#searchRequestToken=3d476e69-714f-443c-afbe-02b66e422c2a,"$140,000 - $159,999",Sydney,Carlyle Kingswood Global Pty Ltd,Information & Communication Technology,
110,Node.js Engineer Needed to Save the World!,/job/52380239?type=standout#searchRequestToken=a631af12-00b7-4c33-9488-897fcd09c5ba,NA,Sydney,Evergen,Information & Communication Technology,
111,Full Stack Java Developer | Macquarie Park | Attractive Salary,/job/52790865?type=standout#searchRequestToken=a631af12-00b7-4c33-9488-897fcd09c5ba,"$130,000 + Global Company",Sydney,Byron Thomas Recruitment,Information & Communication Technology,
